,itemID,num_orders
212,19591,80.0
213,32356,65.0
214,2413,3.0
215,29939,7.0
216,29785,44.0
217,4843,8.0
218,7783,17.0
219,26351,3.0
220,22279,3.0
221,24462,6.0
222,5306,14.0
223,7713,9.0
224,27259,2.0
225,5383,1.0
226,21069,14.0
227,29318,11.0
228,29277,69.0
229,21960,8.0
230,24135,15.0
231,17922,73.0
232,15702,1.0
233,31291,2.0
234,6625,1.0
235,5402,30.0
236,10602,58.0
237,26465,17.0
238,19415,0.0
239,2,1.0
240,1905,6.0
241,27272,6.0
242,24999,2.0
243,21060,44.0
244,31097,14.0
245,13421,419.0
246,2568,26.0
247,32302,6.0
248,22399,0.0
249,5215,0.0
250,10998,2.0
251,18334,357.0
252,4943,35.0
253,10911,40.0
254,24795,467.0
255,17539,38.0
256,19583,4.0
257,30618,1.0
258,3647,1.0
259,18624,7.0
260,19112,4.0
261,28264,4.0
262,31600,4.0
263,4340,3.0
264,18297,2.0
265,18883,5.0
266,7381,67.0
267,17404,82.0
268,1584,23.0
269,27721,11.0
270,28399,1.0
271,29933,289.0
272,28434,30.0
273,20736,1.0
274,28285,424.0
275,23921,1.0
276,16352,838.0
277,26891,581.0
278,11767,1.0
279,24738,13.0
280,21400,8.0
281,11113,5.0
282,18320,113.0
283,7091,52.0
284,17489,243.0
285,5065,2.0
286,10032,2.0
287,14886,1.0
288,31474,7.0
289,7337,1.0
290,28209,3.0
291,19934,15.0
292,25262,1.0
293,17633,1.0
294,6358,1.0
295,3860,6.0
296,28265,47.0
297,23895,1.0
298,32068,4.0
299,13294,1.0
300,29773,1.0
301,3215,10.0
302,13039,7.0
303,10098,3.0
304,21657,20.0
305,30117,15.0
306,17382,2.0
307,17623,1.0
308,29897,1.0
309,31648,56.0
310,20998,2.0
311,6950,1.0
312,6212,7.0
313,24104,2.0
314,24229,13.0
315,29275,1.0
316,68,30.0
317,7682,3.0
318,9063,7.0
319,16473,16.0
320,31712,3.0
321,13193,6.0
322,4534,1.0
323,10120,6.0
324,5417,16.0
325,11653,2.0
326,5640,50.0
327,960,11.0
328,27920,63.0
329,28896,8.0
330,25435,1.0
331,23534,814.0
332,23962,0.0
333,678,15.0
334,31628,1.0
335,15618,301.0
336,31655,10.0
337,21239,0.0
338,30795,69.0
339,11575,22.0
340,27569,7.0
341,21620,4.0
342,27445,4.0
343,3408,140.0
344,7189,4.0
345,7867,20.0
346,26914,0.0
347,16236,3.0
348,6147,768.0
349,31736,4.0
350,6732,46.0
351,13839,2.0
352,16356,2.0
353,24751,24.0
354,18401,40.0
355,24391,9.0
356,9099,20.0
357,26252,1.0
358,21544,2.0
359,18405,35.0
360,31037,17.0
361,12367,1.0
362,5933,0.0
363,5367,3.0
364,29819,8.0
365,12123,26.0
366,6388,3.0
367,2447,9.0
368,12550,8.0
369,28730,1.0
370,29516,3.0
371,25442,9.0
372,30128,1.0
373,17902,6.0
374,2668,66.0
375,7944,8.0
376,27406,1.0
377,66,1.0
378,2416,13.0
379,23978,5.0
380,5145,1.0
381,22795,4.0
382,12864,3.0
383,21830,6.0
384,5892,8.0
385,6693,11.0
386,30863,1.0
387,31622,4.0
388,17704,6.0
389,18751,1.0
390,8796,24.0
391,3407,21.0
392,19983,1.0
393,6667,4.0
394,30874,9.0
395,31346,100.0
396,15648,1.0
397,23658,2.0
398,20082,6.0
399,32213,99.0
400,19271,6.0
401,26931,11.0
402,32689,28.0
403,11225,18.0
404,19817,3.0
405,12098,13.0
406,31742,7.0
407,27905,30.0
408,20639,14.0
409,15113,2.0
410,30812,12.0
411,27982,1.0
412,26469,0.0
413,10747,6.0
414,6493,2.0
415,32703,1.0
416,9106,9.0
417,9657,2.0
418,18842,24.0
419,8522,3.0
420,31185,15.0
421,19343,6.0
422,11822,1.0
423,29183,3.0
424,28143,57.0
425,3869,2.0
426,13211,414.0
427,24010,1.0
428,3658,13.0
429,29215,1.0
430,21898,3.0
431,22824,64.0
432,10802,10.0
433,12222,1.0
434,13746,4.0
435,22018,43.0
436,3948,3.0
437,8893,106.0
438,22826,3.0
439,14977,33.0
440,3288,1.0
441,31410,2.0
442,29200,2.0
443,2628,103.0
444,18891,2.0
445,3737,2.0
446,29514,11.0
447,14124,1.0
448,13435,32.0
449,13763,51.0
450,8046,15.0
451,18410,17.0
452,24915,1.0
453,32209,6.0
454,11037,26.0
455,18898,4.0
456,9491,36.0
457,24819,2.0
458,23977,132.0
459,24906,2.0
460,5720,24.0
461,15987,3.0
462,15878,7.0
463,20984,13.0
464,23979,5.0
465,11885,1.0
466,4593,3.0
467,8991,1.0
468,5251,8.0
469,634,1.0
470,10058,92.0
471,20709,51.0
472,31727,1.0
473,14787,37.0
474,30369,51.0
475,8181,17.0
476,15741,92.0
477,25559,13.0
478,23394,1.0
479,14375,14.0
480,12604,4.0
481,3539,28.0
482,21249,186.0
483,5850,1.0
484,14140,4.0
485,11630,441.0
486,30134,7.0
487,14123,3.0
488,16164,29.0
489,12577,36.0
490,2503,38.0
491,30453,6.0
492,28424,48.0
493,25338,11.0
494,29758,9.0
495,10579,7.0
496,25022,4.0
497,24016,13.0
498,6775,7.0
499,14467,288.0
500,4648,514.0
501,28345,2.0
502,11004,5.0
503,30178,69.0
504,11916,6.0
505,6685,13.0
506,19719,1.0
507,9972,2.0
508,4179,3.0
509,17498,56.0
510,17184,22.0
511,12132,4.0
512,10897,24.0
513,10012,37.0
514,12199,2.0
515,23769,137.0
516,982,8.0
517,11080,118.0
518,5273,11.0
519,8177,138.0
520,32084,14.0
521,12237,488.0
522,970,186.0
523,22091,1.0
524,19029,1.0
525,3585,1.0
526,1823,12.0
527,28875,23.0
528,17654,1.0
529,17358,12.0
530,2841,0.0
531,20926,3.0
532,20195,53.0
533,20383,58.0
534,15986,51.0
535,26702,18.0
536,3656,456.0
537,29619,11.0
538,15406,10.0
539,11201,46.0
540,26767,8.0
541,8485,4.0
542,1288,7.0
543,15942,4.0
544,1263,41.0
545,11461,1.0
546,20167,13.0
547,16928,82.0
548,10027,42.0
549,24026,21.0
550,14852,1.0
551,491,17.0
552,9415,3.0
553,15208,9.0
554,25041,14.0
555,30733,8.0
556,19557,27.0
557,9231,0.0
558,6733,10.0
559,3826,3.0
560,24650,5.0
561,26774,25.0
562,24015,4.0
563,5854,99.0
564,4587,2.0
565,28515,65.0
566,3584,37.0
567,14322,1.0
568,22784,3.0
569,723,2.0
570,31728,3.0
571,17225,5.0
572,22505,2.0
573,29914,33.0
574,8348,4.0
575,12409,162.0
576,12877,1.0
577,3234,19.0
578,1751,15.0
579,18236,6.0
580,12008,15.0
581,14682,30.0
582,7852,1.0
583,22148,18.0
584,21250,8.0
585,25538,1.0
586,15945,4.0
587,29460,49.0
588,9685,28.0
589,28005,2.0
590,26587,1.0
591,15285,4.0
592,23292,2.0
593,11539,4.0
594,32615,6.0
595,1412,9.0
596,4186,1.0
597,2356,3.0
598,1216,25.0
599,19061,1.0
600,1268,1.0
601,27999,10.0
602,28522,1351.0
603,9671,0.0
604,26101,1.0
605,6399,4.0
606,25085,1.0
607,6386,7.0
608,17556,70.0
609,14157,0.0
610,18717,1.0
611,16369,267.0
612,29037,63.0
613,28713,9.0
614,21528,2.0
615,5069,20.0
616,46,2.0
617,2868,1.0
618,6821,13.0
619,21153,201.0
620,31057,10.0
621,9920,2.0
622,7068,8.0
623,26173,2.0
624,12442,5.0
625,10,3.0
626,3143,24.0
627,10647,1.0
628,15307,93.0
629,16820,547.0
630,31184,3.0
631,23748,4.0
632,4991,5.0
633,19750,5.0
634,9142,1.0
635,26121,1.0
636,23023,0.0
637,20764,7.0
638,11531,10.0
639,23235,12.0
640,31516,1.0
641,29701,1.0
642,20877,5.0
643,15922,326.0
644,3363,20.0
645,883,134.0
646,4262,4.0
647,26208,9.0
648,10130,194.0
649,31850,485.0
650,22960,3.0
651,6262,0.0
652,31642,5.0
653,3395,3.0
654,7231,8.0
655,30575,1.0
656,13835,38.0
657,21478,4.0
658,8722,5.0
659,17282,18.0
660,25396,37.0
661,31644,2.0
662,13102,3.0
663,10714,95.0
664,20335,23.0
665,23808,73.0
666,26256,30.0
667,19811,13.0
668,6751,1.0
669,9563,9.0
670,19106,2.0
671,19437,4.0
672,12230,2.0
673,571,22.0
674,8616,45.0
675,17934,25.0
676,7005,10.0
677,4070,4.0
678,19634,70.0
679,30828,1.0
680,23437,0.0
681,22823,2.0
682,10380,4.0
683,8849,1.0
684,17865,17.0
685,17188,11.0
686,3054,3.0
687,3335,3.0
688,16682,7.0
689,29659,74.0
690,10619,2.0
691,26497,3.0
692,26554,24.0
693,28093,18.0
694,28869,0.0
695,29642,1.0
696,32481,57.0
697,21042,1.0
698,19965,2.0
699,6436,48.0
700,9812,105.0
701,25386,1.0
702,12608,7.0
703,19227,0.0
704,2960,1.0
705,2331,5.0
706,29692,9.0
707,9973,8.0
708,17000,14.0
709,13837,2.0
710,26485,5.0
711,2566,8.0
712,5410,134.0
713,20412,293.0
714,2403,82.0
715,23082,1.0
716,28367,52.0
717,12954,4.0
718,11035,35.0
719,31949,44.0
720,31985,124.0
721,31896,60.0
722,11976,13.0
723,31515,474.0
724,6629,1.0
725,25651,31.0
726,5842,12.0
727,11319,1.0
728,4837,7.0
729,28836,2.0
730,15595,40.0
731,1194,0.0
732,29272,4.0
733,16521,1.0
734,6905,13.0
735,29960,1.0
736,12270,9.0
737,21658,0.0
738,12794,37.0
739,18468,85.0
740,29115,200.0
741,3683,29.0
742,13020,224.0
743,29998,2.0
744,11881,150.0
745,6169,283.0
746,31262,554.0
747,3451,17.0
748,15939,1.0
749,2805,0.0
750,6317,1.0
751,8729,2.0
752,23412,2.0
753,6096,2.0
754,31065,1.0
755,28284,0.0
756,22323,20.0
757,1040,3.0
758,8802,2.0
759,11926,3.0
760,21401,63.0
761,28267,3.0
762,5132,16.0
763,7894,779.0
764,15114,10.0
765,27100,15.0
766,19289,9.0
767,10038,4.0
768,9750,3.0
769,563,1.0
770,22669,12.0
771,16577,4.0
772,29616,17.0
773,291,27.0
774,4715,8.0
775,1826,13.0
776,25166,3.0
777,21711,1.0
778,23471,8.0
779,22812,8.0
780,17929,27.0
781,30928,10.0
782,30435,30.0
783,11558,1.0
784,25603,8.0
785,15039,5.0
786,9805,7.0
787,31045,7.0
788,309,64.0
789,17486,18.0
790,6706,18.0
791,20084,5.0
792,15003,2.0
793,14482,3.0
794,24479,11.0
795,29938,1.0
796,52,56.0
797,2833,225.0
798,10083,21.0
799,3488,21.0
800,31666,8.0
801,19832,4.0
802,10877,36.0
803,5026,22.0
804,26709,5.0
805,10140,2.0
806,15046,1.0
807,13952,1.0
808,21275,3.0
809,9791,2.0
810,10039,58.0
811,5250,2.0
812,2852,5.0
813,15216,2.0
814,4728,1.0
815,10882,3.0
816,5261,1.0
817,3821,38.0
818,20679,1.0
819,25894,4.0
820,27374,5.0
821,4757,1.0
822,23616,56.0
823,6874,115.0
824,29396,1.0
825,20173,208.0
826,4194,26.0
827,5610,16.0
828,15278,1.0
829,10283,11.0
830,7060,1.0
831,19896,154.0
832,14604,9.0
833,12682,9.0
834,28544,21.0
835,15095,20.0
836,12706,7.0
837,25775,38.0
838,30997,3.0
839,27742,5.0
840,24863,1.0
841,23221,275.0
842,4869,309.0
843,10921,72.0
844,10724,3.0
845,13003,3.0
846,14736,6.0
847,4796,4.0
848,30532,47.0
849,28612,4.0
850,17206,23.0
851,1312,1.0
852,5988,10.0
853,21965,8.0
854,14306,4.0
855,416,7.0
856,30906,0.0
857,8446,8.0
858,31007,2.0
859,14837,3.0
860,2194,2.0
861,8349,17.0
862,1249,135.0
863,26717,17.0
864,18918,13.0
865,19771,193.0
866,29621,41.0
867,11101,8.0
868,13452,1.0
869,18198,10.0
870,8025,3.0
871,23367,1.0
872,24817,0.0
873,23084,5.0
874,27390,8.0
875,9568,94.0
876,12554,2.0
877,18027,3.0
878,10819,1.0
879,27732,1.0
880,20797,5.0
881,2748,182.0
882,2333,9.0
883,24268,6.0
884,5266,4.0
885,9606,2.0
886,3392,13.0
887,23202,0.0
888,4632,22.0
889,3409,10.0
890,7423,2.0
891,22373,38.0
892,28315,64.0
893,11765,1.0
894,840,513.0
895,1534,2.0
896,28947,2.0
897,7839,0.0
898,15975,6.0
899,22259,3.0
900,15287,17.0
901,30488,1.0
902,1563,6.0
903,1573,4.0
904,30173,1347.0
905,26078,6.0
906,15867,7.0
907,24553,2.0
908,14499,41.0
909,26964,1.0
910,19828,14.0
911,25201,4.0
912,16501,2.0
913,10609,6.0
914,9498,6.0
915,11029,1.0
916,3138,19.0
917,5763,13.0
918,10810,2.0
919,16519,14.0
920,5282,14.0
921,7404,16.0
922,8035,25.0
923,24639,14.0
924,21908,2.0
925,14880,2.0
926,30671,133.0
927,17583,12.0
928,12851,22.0
929,14377,109.0
930,32304,60.0
931,22126,3.0
932,10035,3.0
933,2197,12.0
934,27232,36.0
935,30972,26.0
936,23625,14.0
937,10984,111.0
938,7036,4.0
939,1391,1.0
940,16205,6.0
941,30652,11.0
942,17172,9.0
943,25801,11.0
944,22264,9.0
945,623,26.0
946,30794,26.0
947,6735,1.0
948,17558,10.0
949,13945,1.0
950,2858,6.0
951,28691,2.0
952,28943,48.0
953,16637,1.0
954,26282,3.0
955,3632,14.0
956,4521,126.0
957,24789,2.0
958,22774,6.0
959,9540,125.0
960,30614,1.0
961,19838,9.0
962,3829,18.0
963,9003,1.0
964,14219,544.0
965,16601,17.0
966,31677,7.0
967,17601,16.0
968,30572,6.0
969,20358,25.0
970,30549,6.0
971,23883,74.0
972,32324,21.0
973,14133,3.0
974,22564,6.0
975,17361,3.0
976,13185,0.0
977,7756,2.0
978,18658,1.0
979,11959,1.0
980,31233,1.0
981,11623,3.0
982,21065,17.0
983,25860,1.0
984,12532,186.0
985,6777,3.0
986,27600,179.0
987,32656,2.0
988,3189,12.0
989,7978,280.0
990,13006,1.0
991,29722,3.0
992,6193,15.0
993,24143,1.0
994,31261,18.0
995,30430,80.0
996,9678,2.0
997,24707,22.0
998,26289,41.0
999,7470,369.0
1000,228,2.0
1001,29556,15.0
1002,14985,6.0
1003,27085,161.0
1004,13232,1.0
1005,10067,9.0
1006,25960,33.0
1007,25026,1.0
1008,8244,4.0
1009,7467,9.0
1010,16801,3.0
1011,7679,12.0
1012,152,1.0
1013,28222,146.0
1014,14918,37.0
1015,21476,42.0
1016,23792,59.0
1017,5053,47.0
1018,24069,2.0
1019,22197,12.0
1020,6691,23.0
1021,8692,7.0
1022,28377,0.0
1023,5877,11.0
1024,6558,12.0
1025,30420,5.0
1026,6978,4.0
1027,12886,0.0
1028,14366,3.0
1029,14195,8.0
1030,31698,8.0
1031,2780,10.0
1032,27122,5.0
1033,12091,58.0
1034,15840,6.0
1035,26042,2.0
1036,19761,4.0
1037,4890,5.0
1038,32723,1.0
1039,10080,19.0
1040,28386,7.0
1041,22463,3.0
1042,14390,10.0
1043,17718,1.0
1044,26389,14.0
1045,7465,10.0
1046,26501,40.0
1047,12849,16.0
1048,20287,16.0
1049,7611,22.0
1050,20156,5.0
1051,21938,6.0
1052,14677,9.0
1053,25508,9.0
1054,13194,8.0
1055,17759,3.0
1056,16744,6.0
1057,31460,2.0
1058,22054,1.0
1059,26661,14.0
1060,6624,5.0
1061,10878,5.0
1062,20270,54.0
1063,24779,2.0
1064,5611,10.0
1065,26742,13.0
1066,29764,7.0
1067,6586,0.0
1068,32069,8.0
1069,18512,0.0
1070,23481,1.0
1071,9086,1.0
1072,10389,2.0
1073,18869,55.0
1074,25370,66.0
1075,2372,7.0
1076,21499,4.0
1077,28663,3.0
1078,28477,5.0
1079,32670,1.0
1080,18481,4.0
1081,21508,1.0
1082,21816,3.0
1083,14872,1.0
1084,27538,4.0
1085,16115,2.0
1086,15665,15.0
1087,16184,23.0
1088,9213,2.0
1089,17038,12.0
1090,31769,115.0
1091,11774,93.0
1092,18845,37.0
1093,23831,3.0
1094,4083,3.0
1095,12885,43.0
1096,15335,10.0
1097,8900,1.0
1098,5379,14.0
1099,23546,1.0
1100,23038,17.0
1101,3174,4.0
1102,13520,9.0
1103,19263,0.0
1104,21104,2.0
1105,871,12.0
1106,21497,29.0
1107,26059,12.0
1108,27948,129.0
1109,19924,6.0
1110,22457,5.0
1111,26907,1.0
1112,9822,38.0
1113,13988,1.0
1114,32016,5.0
1115,10519,54.0
1116,20018,8.0
1117,4897,2.0
1118,28580,37.0
1119,24218,13.0
1120,16305,5.0
1121,24884,2.0
1122,3589,14.0
1123,322,10.0
1124,16169,101.0
1125,9234,4.0
1126,14221,7.0
1127,29653,199.0
1128,5192,79.0
1129,26961,5.0
1130,25483,94.0
1131,21062,29.0
1132,1276,36.0
1133,31998,27.0
1134,10654,21.0
1135,437,2.0
1136,28385,22.0
1137,7553,105.0
1138,19010,1.0
1139,28584,8.0
1140,15430,19.0
1141,17761,97.0
1142,15366,13.0
1143,30349,478.0
1144,12696,8.0
1145,29490,172.0
1146,10759,1.0
1147,3758,64.0
1148,23871,37.0
1149,7881,20.0
1150,8776,11.0
1151,17363,123.0
1152,11727,8.0
1153,559,2.0
1154,12803,379.0
1155,32271,269.0
1156,15102,2.0
1157,10561,32.0
1158,5835,4.0
1159,20179,8.0
1160,18555,23.0
1161,17832,5.0
1162,16949,57.0
1163,2350,397.0
1164,29829,266.0
1165,24512,150.0
1166,3667,2.0
1167,4533,335.0
1168,24625,69.0
1169,20996,101.0
1170,12909,1.0
1171,2865,1.0
1172,30456,1.0
1173,1657,1.0
1174,2688,2.0
1175,2498,1.0
1176,32611,12.0
1177,31340,3.0
1178,21451,1.0
1179,26597,2.0
1180,29728,55.0
1181,5631,6.0
1182,7631,11.0
1183,21384,45.0
1184,18847,6.0
1185,21729,44.0
1186,29647,41.0
1187,2250,2.0
1188,30012,1.0
1189,13484,2.0
1190,31491,3.0
1191,7716,21.0
1192,21208,184.0
1193,24846,9.0
1194,16769,4.0
1195,610,12.0
1196,10845,1.0
1197,25472,17.0
1198,31997,4.0
1199,14981,1.0
1200,20406,135.0
1201,13970,15.0
1202,24620,23.0
1203,20979,8.0
1204,21507,2.0
1205,18937,16.0
1206,20086,0.0
1207,1589,23.0
1208,25125,1.0
1209,3007,40.0
1210,6573,20.0
1211,17809,108.0
1212,4522,1.0
1213,31807,9.0
1214,1987,43.0
1215,17479,22.0
1216,10573,58.0
1217,18179,64.0
1218,21150,17.0
1219,26146,2.0
1220,12422,0.0
1221,5635,88.0
1222,561,0.0
1223,4908,12.0
1224,21324,36.0
1225,30937,0.0
1226,8564,3.0
1227,6749,3.0
1228,12744,1.0
1229,22596,1.0
1230,6114,1.0
1231,6759,14.0
1232,20037,0.0
1233,27213,1.0
1234,5873,1.0
1235,22708,3.0
1236,27964,1.0
1237,4465,1.0
1238,13287,0.0
1239,1892,19.0
1240,3573,5.0
1241,13659,3.0
1242,2099,37.0
1243,23052,28.0
1244,32458,23.0
1245,16395,1.0
1246,12782,249.0
1247,4657,23.0
1248,29479,1.0
1249,3903,1.0
1250,14520,2.0
1251,20100,122.0
1252,19417,1.0
1253,18440,1.0
1254,27897,12.0
1255,21984,19.0
1256,28128,1.0
1257,11529,1.0
1258,28130,54.0
1259,15753,1.0
1260,18564,2.0
1261,27024,4.0
1262,3348,1.0
1263,12659,4.0
1264,7327,7.0
1265,12801,46.0
1266,13116,1.0
1267,14319,80.0
1268,17972,5.0
1269,23243,133.0
1270,10208,14.0
1271,4433,2.0
1272,512,1.0
1273,7194,285.0
1274,16812,7.0
1275,8460,4.0
1276,25102,12.0
1277,28653,2.0
1278,26310,1.0
1279,24860,1.0
1280,17555,23.0
1281,18466,10.0
1282,24403,2.0
1283,18399,59.0
1284,23877,22.0
1285,9111,9.0
1286,11191,1.0
1287,19071,1.0
1288,2854,1.0
1289,5011,11.0
1290,16084,3.0
1291,11919,7.0
1292,32219,2.0
1293,494,2.0
1294,23562,1.0
1295,4462,9.0
1296,5915,53.0
1297,26878,8.0
1298,20555,1.0
1299,13153,1.0
1300,30984,51.0
1301,32531,18.0
1302,31715,160.0
1303,16067,112.0
1304,31740,1.0
1305,30432,1.0
1306,1748,154.0
1307,24067,21.0
1308,18213,402.0
1309,3690,250.0
1310,27943,55.0
1311,3419,1.0
1312,28298,1805.0
1313,26379,128.0
1314,18605,25.0
1315,11267,8.0
1316,6568,1.0
1317,20318,3.0
1318,14896,1.0
1319,258,4.0
1320,106,2.0
1321,23094,28.0
1322,11217,7.0
1323,17815,24.0
1324,13352,20.0
1325,20920,11.0
1326,29198,14.0
1327,24613,21.0
1328,3043,139.0
1329,961,1.0
1330,2927,5.0
1331,19561,2.0
1332,526,16.0
1333,2426,7.0
1334,14247,6.0
1335,2866,1.0
1336,6809,101.0
1337,29804,167.0
1338,31052,33.0
1339,22592,1.0
1340,11155,467.0
1341,10254,107.0
1342,18651,54.0
1343,4369,2.0
1344,28590,18.0
1345,16000,1.0
1346,24031,4.0
1347,13665,10.0
1348,11196,1.0
1349,6617,3.0
1350,16716,426.0
1351,9064,1.0
1352,8234,0.0
1353,7673,0.0
1354,32774,0.0
1355,24838,1.0
1356,26007,2.0
1357,11151,1.0
1358,27444,335.0
1359,1894,5.0
1360,8996,0.0
1361,5283,8.0
1362,2264,578.0
1363,4922,663.0
1364,18784,7.0
1365,11005,3.0
1366,12264,1.0
1367,16987,23.0
1368,7027,435.0
1369,6838,4.0
1370,16913,1.0
1371,11495,4.0
1372,13201,2.0
1373,20193,4.0
1374,10353,8.0
1375,12658,25.0
1376,12678,299.0
1377,6081,1.0
1378,4822,1.0
1379,14407,27.0
1380,6910,30.0
1381,30529,32.0
1382,32058,15.0
1383,15251,1.0
1384,31968,19.0
1385,16916,18.0
1386,30553,3.0
1387,3137,1.0
1388,18938,1.0
1389,13972,10.0
1390,6828,3.0
1391,1693,3.0
1392,23958,7.0
1393,26169,4.0
1394,15833,9.0
1395,31603,7.0
1396,13148,290.0
1397,15965,3.0
1398,25367,1.0
1399,17991,1.0
1400,11055,26.0
1401,12979,2.0
1402,27911,2.0
1403,31143,1.0
1404,32359,2.0
1405,16781,0.0
1406,9002,1.0
1407,12084,2.0
1408,12703,1.0
1409,26051,3.0
1410,31738,4.0
1411,19134,5.0
1412,20903,31.0
1413,2723,2.0
1414,28798,1.0
1415,32515,18.0
1416,9976,111.0
1417,8612,134.0
1418,770,9.0
1419,24274,55.0
1420,717,62.0
1421,2744,1.0
1422,20134,6.0
1423,16782,2.0
1424,9289,0.0
1425,4612,5.0
1426,17908,1.0
1427,14551,15.0
1428,11238,1.0
1429,23126,26.0
1430,551,1.0
1431,17829,1.0
1432,4241,45.0
1433,5066,16.0
1434,31564,6.0
1435,30458,16.0
1436,27319,15.0
1437,30079,18.0
1438,31513,53.0
1439,31112,14.0
1440,12352,34.0
1441,756,83.0
1442,10493,14.0
1443,23961,14.0
1444,11573,46.0
1445,2782,45.0
1446,25803,0.0
1447,23592,1.0
1448,18571,150.0
1449,22825,12.0
1450,28786,2.0
1451,6238,4.0
1452,20450,4.0
1453,20047,1.0
1454,31099,3.0
1455,6375,406.0
1456,7040,7.0
1457,31251,6.0
1458,22903,8.0
1459,30327,0.0
1460,25209,4.0
1461,5316,1.0
1462,30740,11.0
1463,17764,1.0
1464,3461,1.0
1465,1342,43.0
1466,21655,1.0
1467,9647,41.0
1468,15729,7.0
1469,30931,1.0
1470,14634,5.0
1471,8812,7.0
1472,1806,22.0
1473,12476,260.0
1474,21536,21.0
1475,25467,6.0
1476,21158,62.0
1477,10618,6.0
1478,11604,53.0
1479,4269,38.0
1480,3615,1.0
1481,10521,1.0
1482,32762,6.0
1483,29091,118.0
1484,23725,5.0
1485,7476,465.0
1486,1141,29.0
1487,31445,1.0
1488,16547,5.0
1489,3453,1.0
1490,19073,40.0
1491,7575,2.0
1492,28140,1113.0
1493,30765,2.0
1494,18878,30.0
1495,15230,94.0
1496,3772,30.0
1497,14529,5.0
1498,7216,21.0
1499,10688,1.0
1500,21894,148.0
1501,30705,869.0
