,userID,num_orders
235,32125,169
236,18615,19
237,7791,32
238,28111,34
239,23086,12
240,22912,32
241,34919,8
242,27403,56
243,10785,31
244,19481,65
245,44079,8
246,2014,85
247,39642,39
248,5222,38
249,17549,66
250,26006,37
251,3248,32
252,15212,32
253,14008,34
254,5477,24
255,35868,96
256,5853,171
257,33113,55
258,41454,38
259,10845,32
260,6202,58
261,31802,32
262,15962,58
263,2986,13
264,13119,23
265,22468,78
266,33747,89
267,35847,40
268,33243,18
269,38553,99
270,28664,78
271,7862,32
272,24224,22
273,24536,29
274,38482,20
275,42016,37
276,23058,47
277,4019,48
278,15537,33
279,44808,45
280,23831,32
281,11983,55
282,31142,55
283,43497,51
284,19342,12
285,20679,32
286,8530,45
287,45862,20
288,7997,40
289,20684,71
290,4767,27
291,12691,61
292,43017,13
293,292,18
294,23567,19
295,21791,31
296,39227,38
297,24572,36
298,44365,55
299,14472,61
300,27474,20
301,43299,21
302,43460,36
303,10934,66
304,6189,27
305,16179,28
306,9838,42
307,38573,56
308,41554,80
309,41537,40
310,26565,25
311,14417,33
312,34554,34
313,5486,24
314,23729,18
315,39449,25
316,33732,46
317,5877,15
318,8041,61
319,16357,57
320,9303,18
321,36868,12
322,40966,7
323,17220,36
324,11430,58
325,24991,40
326,28854,51
327,3355,52
328,19408,27
329,30581,40
330,2424,78
331,27914,55
332,7299,35
333,12875,41
334,29416,29
335,35046,66
336,40961,29
337,16073,110
338,39986,49
339,22031,18
340,27748,19
341,40569,27
342,20946,18
343,20347,33
344,41685,56
345,40087,8
346,26784,56
347,21340,86
348,22062,36
349,37063,67
350,3010,13
351,31392,52
352,32104,33
353,16911,13
354,28224,47
355,29592,20
356,6372,19
357,8542,27
358,38018,33
359,36174,24
360,34927,23
361,16239,47
362,2961,24
363,32784,44
364,11575,17
365,40286,94
366,36531,16
367,28125,33
368,29886,15
369,3083,41
370,8066,59
371,5315,47
372,38920,49
373,27963,49
374,2485,40
375,37407,33
376,5921,24
377,14381,26
378,16414,33
379,1524,99
380,11093,22
381,3715,64
382,16203,6
383,26782,52
384,18120,89
385,32730,32
386,5589,23
387,21226,44
388,40350,88
389,35502,83
390,17645,32
391,13328,94
392,32423,37
393,39188,59
394,20559,56
395,31190,42
396,30887,73
397,36324,23
398,1302,53
399,24848,34
400,6868,57
401,40044,36
402,24930,41
403,30489,71
404,23843,24
405,36706,60
406,22841,43
407,21992,38
408,30311,34
409,6712,52
410,4239,30
411,33176,59
412,24947,30
413,11851,111
414,23665,39
415,24424,60
416,13817,6
417,22561,30
418,23690,31
419,4135,61
420,4743,50
421,28553,42
422,1919,23
423,26238,35
424,21952,54
425,31932,20
426,8308,17
427,16891,42
428,10713,95
429,33280,19
430,28889,39
431,4345,30
432,36018,38
433,26277,22
434,35524,49
435,26378,7
436,21292,23
437,24615,88
438,9084,31
439,27952,83
440,1226,20
441,38394,36
442,16759,39
443,40973,19
444,18934,94
445,7694,52
446,46004,108
447,2894,18
448,37623,13
449,15436,32
450,2676,35
451,5256,27
452,44222,29
453,42943,38
454,38716,7
455,11302,37
456,32181,108
457,23972,78
458,8855,31
459,2962,20
460,20515,38
461,31667,22
462,204,19
463,45554,22
464,44284,24
465,4942,13
466,22589,59
467,8500,12
468,16535,73
469,40396,18
470,25657,42
471,45247,55
472,39081,46
473,12815,51
474,3854,51
475,452,17
476,10602,15
477,2678,12
478,2666,14
479,37737,29
480,19836,40
481,19133,55
482,7954,18
483,39556,49
484,11884,20
485,29358,43
486,35275,52
487,42498,6
488,14100,39
489,33915,42
490,42293,48
491,17976,13
492,37758,56
493,7093,18
494,30155,20
495,31787,8
496,43890,37
497,3623,83
498,35880,22
499,21923,15
500,25086,27
501,34003,96
502,34424,29
503,34279,14
504,40080,16
505,19623,26
506,41072,33
507,39122,19
508,35372,47
509,10451,12
510,7305,11
511,41611,27
512,14531,31
513,23216,42
514,29674,130
515,42064,25
516,33693,26
517,45181,18
518,38781,41
519,36366,30
520,43730,5
521,12829,70
522,14032,37
523,34085,57
524,30204,39
525,35802,62
526,621,9
527,16057,30
528,29927,39
529,29582,30
530,17058,71
531,6505,19
532,11858,105
533,39045,27
534,28557,22
535,38204,17
536,18152,67
537,9033,155
538,20629,14
539,27511,27
540,11201,26
541,17679,50
542,15259,26
543,39980,37
544,26890,20
545,38986,75
546,20546,20
547,24830,51
548,32346,34
549,34268,34
550,19708,69
551,23918,36
552,33019,15
553,26469,49
554,15163,43
555,9945,77
556,41895,28
557,14815,49
558,12541,28
559,40703,44
560,23683,4
561,43077,34
562,16873,52
563,17579,28
564,7744,23
565,43300,12
566,45130,49
567,38863,75
568,22657,29
569,9068,14
570,41124,45
571,41149,29
572,13910,23
573,34503,24
574,14468,19
575,20989,14
576,12335,53
577,41466,22
578,10511,41
579,40958,51
580,34899,83
581,3093,73
582,32389,53
583,35009,34
584,45077,40
585,9212,41
586,20498,30
587,34074,26
588,8888,19
589,36692,32
590,6562,9
591,27868,10
592,29446,98
593,36595,5
594,11974,37
595,3344,14
596,44756,18
597,40590,33
598,27230,29
599,20765,15
600,15942,25
601,20212,14
602,25580,80
603,5842,23
604,18148,105
605,27479,16
606,41550,27
607,28062,21
608,35729,59
609,6400,74
610,19199,65
611,18413,29
612,89,9
613,4,39
614,9686,49
615,13147,67
616,29454,57
617,27127,49
618,10898,26
619,36801,13
620,7896,44
621,40775,29
622,5374,58
623,13916,29
624,1158,30
625,9631,10
626,532,34
627,44163,30
628,33534,25
629,7886,34
630,41447,27
631,31150,16
632,16804,32
633,19741,95
634,27683,12
635,40893,60
636,34901,64
637,44344,12
638,28497,23
639,26819,78
640,36915,63
641,15365,32
642,45405,30
643,4625,37
644,45536,23
645,30066,9
646,36573,16
647,23324,25
648,33672,72
649,15531,50
650,12648,16
651,44231,61
652,26610,27
653,4078,27
654,10310,49
655,38950,35
656,10545,28
657,34838,41
658,13305,30
659,6641,6
660,17673,26
661,44512,67
662,43900,58
663,35575,13
664,44896,62
665,32325,64
666,45086,28
667,6125,23
668,21480,71
669,21277,45
670,19480,15
671,5395,22
672,41439,30
673,27311,25
674,39242,28
675,19817,41
676,1259,57
677,40702,29
678,8847,99
679,46052,37
680,2006,59
681,22973,18
682,11125,41
683,30093,43
684,11399,70
685,41099,49
686,43366,40
687,40909,75
688,11654,12
689,26521,24
690,14845,18
691,33083,22
692,13493,27
693,37248,21
694,5463,34
695,26296,37
696,28856,54
697,745,29
698,16439,11
699,35570,34
700,37676,77
701,39313,17
702,29447,16
703,28017,7
704,41541,33
705,20656,33
706,6655,25
707,34573,77
708,28903,39
709,4363,25
710,29704,13
711,18341,10
712,3974,53
713,45629,73
714,24645,6
715,39323,54
716,17203,22
717,43520,66
718,15866,56
719,33738,86
720,37943,56
721,39713,37
722,5196,50
723,30096,131
724,43196,50
725,32300,46
726,41687,125
727,43334,33
728,16461,54
729,729,72
730,40141,34
731,27853,36
732,9786,35
733,18607,30
734,26590,21
735,1959,26
736,28804,22
737,23846,57
738,29291,20
739,21396,4
740,27973,76
741,17317,50
742,30909,88
743,1205,23
744,36608,17
745,36548,6
746,736,33
747,12531,38
748,40876,13
749,12577,25
750,27040,28
751,21911,89
752,7964,12
753,40261,38
754,32322,65
755,45991,72
756,202,46
757,26446,30
758,32984,70
759,34192,11
760,6955,49
761,41251,22
762,14641,21
763,5061,49
764,3323,11
765,35709,31
766,27950,72
767,45772,37
768,40076,19
769,4607,82
770,9818,25
771,12437,51
772,44280,20
773,4204,64
774,42973,24
775,8914,26
776,27814,31
777,244,36
778,5407,77
779,2319,56
780,25340,114
781,16305,31
782,15293,36
783,23570,42
784,37315,57
785,28353,21
786,39651,65
787,5922,56
788,19861,59
789,5531,12
790,15606,32
791,17820,115
792,12098,22
793,11076,23
794,44085,38
795,5519,61
796,13733,39
797,21955,34
798,22453,42
799,2951,31
800,32156,49
801,40817,26
802,45921,68
803,6931,35
804,39173,38
805,16555,54
806,3661,76
807,35214,36
808,6543,41
809,42665,30
810,15816,21
811,12774,30
812,33343,15
813,12981,39
814,15495,6
815,21007,55
816,18372,25
817,41613,21
818,7017,22
819,3833,21
820,16682,63
821,20896,31
822,14708,21
823,12839,35
824,41674,24
825,26804,4
826,33683,16
827,35495,13
828,915,20
829,5668,29
830,22986,28
831,34876,22
832,7963,26
833,13181,19
834,2421,36
835,24486,63
836,25760,42
837,21290,24
838,7326,52
839,4303,24
840,34008,70
841,31973,70
842,25744,21
843,37691,62
844,7576,90
845,20027,23
846,24355,30
847,24325,30
848,39811,14
849,34784,22
850,7783,37
851,23169,49
852,22229,34
853,29598,31
854,10176,24
855,35218,37
856,23495,65
857,11572,52
858,5592,49
859,17500,21
860,36266,24
861,3702,12
862,21474,46
863,9621,64
864,18114,24
865,25504,13
866,25724,35
867,12500,24
868,27630,83
869,1749,34
870,44676,32
871,16063,35
872,15669,25
873,27261,14
874,45277,3
875,45354,62
876,76,60
877,37427,20
878,7772,9
879,17166,38
880,26158,23
881,8931,23
882,25633,46
883,37487,27
884,5213,47
885,35806,22
886,6072,34
887,38995,35
888,7877,33
889,22518,57
890,16499,37
891,3597,16
892,15728,53
893,8403,19
894,15473,66
895,5132,37
896,25553,86
897,135,57
898,36362,19
899,45465,26
900,1691,24
901,25573,28
902,23736,44
903,19870,9
904,11083,45
905,7689,31
906,28587,5
907,6897,72
908,15787,13
909,6576,65
910,34829,24
911,38759,50
912,9404,42
913,6604,38
914,13104,28
915,17481,55
916,8310,34
917,21467,15
918,43484,40
919,37251,34
920,45369,41
921,639,22
922,23242,22
923,20666,86
924,18354,22
925,39458,36
926,10514,40
927,561,25
928,13759,22
929,8562,33
930,18514,16
931,31325,12
932,26353,23
933,2167,76
934,40491,6
935,2725,41
936,19921,17
937,18548,49
938,2440,34
939,5854,63
940,4108,23
941,40502,57
942,31740,43
943,14922,65
944,29549,97
945,17330,19
946,10916,57
947,752,119
948,20103,34
949,32664,39
950,7417,31
951,38904,28
952,5354,81
953,7112,32
954,33462,60
955,11602,7
956,32622,50
957,35091,17
958,29829,50
959,39407,20
960,30819,18
961,42226,12
962,41979,18
963,44593,59
964,45574,51
965,30035,111
966,42585,11
967,38969,22
968,33750,41
969,2220,24
970,30591,35
971,18021,38
972,10854,19
973,3420,10
974,34579,25
975,19454,10
976,8168,21
977,15905,56
978,23458,40
979,22783,63
980,7321,41
981,25420,37
982,43260,50
983,35319,30
984,45382,63
985,6793,36
986,38003,43
987,1122,22
988,29589,25
989,17589,27
990,12331,36
991,38837,59
992,2690,76
993,5320,51
994,29409,51
995,36315,46
996,11748,140
997,34935,53
998,43914,10
999,6067,12
1000,7226,36
1001,27988,25
1002,9300,44
1003,17920,13
1004,36563,49
1005,42550,22
1006,5987,68
1007,29755,15
1008,2629,42
1009,1121,50
1010,6664,16
1011,43193,22
1012,10747,10
1013,2949,53
1014,8116,59
1015,38437,53
1016,22546,37
1017,37237,73
1018,7910,37
1019,21378,46
1020,45190,10
1021,23508,18
1022,21444,20
1023,27319,70
1024,15091,52
1025,12035,58
1026,17107,94
1027,31531,10
1028,31322,20
1029,14240,22
1030,10749,17
1031,27579,33
1032,3676,205
1033,12601,18
1034,17817,27
1035,4755,6
1036,21174,46
1037,3632,66
1038,44717,17
1039,17329,51
1040,1371,21
1041,17749,32
1042,8110,34
1043,31656,56
1044,2768,21
1045,6683,33
1046,16731,95
1047,9217,16
1048,10318,20
1049,31078,15
1050,25751,32
1051,31521,20
1052,24934,50
1053,28472,22
1054,6840,84
1055,30739,31
1056,17451,61
1057,990,17
1058,17556,43
1059,39062,31
1060,26228,19
1061,39752,69
1062,8300,38
1063,42177,21
1064,36620,92
1065,19319,32
1066,42754,23
1067,37241,32
1068,35629,74
1069,35036,89
1070,41457,61
1071,16228,52
1072,13692,19
1073,38576,44
1074,13108,13
1075,13670,16
1076,6528,28
1077,13040,30
1078,1597,65
1079,16899,39
1080,42424,20
1081,23888,17
1082,8488,63
1083,5108,38
1084,13776,18
1085,3183,9
1086,11512,26
1087,1928,73
1088,16199,43
1089,23863,115
1090,18455,31
1091,10565,33
1092,22152,57
1093,9102,67
1094,15152,47
1095,30727,72
1096,19550,62
1097,3279,12
1098,28810,83
1099,7237,52
1100,24741,43
1101,33157,72
1102,17521,33
1103,25205,47
1104,15662,26
1105,9275,84
1106,27873,19
1107,388,58
1108,26072,38
1109,33124,36
1110,29659,28
1111,16121,42
1112,36392,40
1113,27703,14
1114,20007,11
1115,45348,34
1116,14807,19
1117,19411,27
1118,24873,30
1119,22072,12
1120,4570,3
1121,29342,60
1122,19083,28
1123,14294,15
1124,24791,36
1125,607,18
1126,20804,62
1127,6560,8
1128,6745,32
1129,9296,43
1130,23904,9
1131,24909,7
1132,32179,38
1133,3152,37
1134,40110,8
1135,33868,53
1136,18633,13
1137,4378,51
1138,2467,29
1139,40661,50
1140,6775,3
1141,43485,22
1142,28596,64
1143,12310,17
1144,33876,46
1145,25310,61
1146,5260,24
1147,35328,46
1148,26863,54
1149,1938,18
1150,36536,11
1151,16273,30
1152,12308,41
1153,40383,72
1154,5914,29
1155,37167,13
1156,28831,10
1157,24635,31
1158,9204,49
1159,26193,88
1160,37339,29
1161,21347,58
1162,17998,52
1163,41854,13
1164,3943,12
1165,14236,8
1166,12908,28
1167,9523,30
1168,13652,31
1169,40553,26
1170,24320,8
1171,32889,16
1172,11948,44
1173,19466,44
1174,10846,36
1175,44471,27
1176,19039,21
1177,17085,122
1178,15744,34
1179,36508,79
1180,36251,13
1181,44797,68
1182,46057,27
1183,29055,20
1184,14663,37
1185,21825,46
1186,34705,70
1187,4676,23
1188,8881,31
1189,40063,58
1190,37380,36
1191,1564,44
1192,32225,12
1193,3286,21
1194,4864,28
1195,6297,31
1196,44005,65
1197,5587,40
1198,42825,36
1199,15041,21
1200,36895,16
1201,2794,27
1202,29477,78
1203,31061,13
1204,12496,38
1205,29104,40
1206,45374,13
1207,32672,30
1208,45213,45
1209,38825,15
1210,35220,11
1211,38935,31
1212,13537,36
1213,23714,78
1214,25124,26
1215,12278,16
1216,19640,74
1217,30849,55
1218,15291,46
1219,32609,29
1220,1028,19
1221,19013,48
1222,37243,64
1223,11594,47
1224,37402,38
1225,38352,47
1226,25644,77
1227,21297,41
1228,45727,28
1229,39746,11
1230,27832,40
1231,10148,63
1232,13421,56
1233,11079,21
1234,8773,24
1235,9108,54
1236,6156,15
1237,34202,39
1238,1649,39
1239,44724,31
1240,27080,64
1241,22836,22
1242,35301,51
1243,7922,46
1244,20,18
1245,34695,70
1246,10086,37
1247,21434,33
1248,29374,56
1249,22862,42
1250,44852,20
1251,13070,54
1252,26073,21
1253,42676,16
1254,37273,82
1255,35571,40
1256,27563,73
1257,45126,90
1258,9162,52
1259,36717,27
1260,23726,31
1261,40420,25
1262,896,14
1263,14944,24
1264,14355,35
1265,6166,62
1266,2049,71
1267,28198,70
1268,34095,62
1269,6632,39
1270,27982,47
1271,19731,38
1272,21770,52
1273,19008,56
1274,27820,38
1275,43628,32
1276,17680,14
1277,21246,45
1278,10926,37
1279,29005,82
1280,13416,15
1281,4358,20
1282,21331,20
1283,34844,38
1284,19094,49
1285,16236,18
1286,32995,59
1287,2234,33
1288,10876,20
1289,7328,26
1290,31271,41
1291,39850,160
1292,4215,41
1293,45537,22
1294,17235,19
1295,6575,27
1296,34090,50
1297,19198,46
1298,14243,21
1299,37279,35
1300,41881,87
1301,22636,53
1302,37409,60
1303,14148,60
1304,35402,33
1305,40139,79
1306,28121,39
1307,29399,51
1308,17953,36
1309,7203,31
1310,42246,63
1311,17915,47
1312,28295,12
1313,38603,15
1314,30797,47
1315,28340,20
1316,45472,16
1317,5750,69
1318,38284,28
1319,34179,61
1320,13782,9
1321,31860,42
1322,116,20
1323,19668,39
1324,39632,36
1325,44900,41
1326,721,39
1327,34644,10
1328,25837,16
1329,22304,36
1330,6486,80
1331,4893,21
1332,9783,28
1333,35387,44
1334,17127,25
1335,37687,32
1336,24214,36
1337,2075,40
1338,17436,67
1339,29194,5
1340,32028,59
1341,11545,10
1342,13869,44
1343,19416,40
1344,26074,27
1345,7184,24
1346,39332,24
1347,37899,77
1348,10437,33
1349,19859,39
1350,55,37
1351,9707,62
1352,45220,21
1353,9485,3
1354,26680,36
1355,30336,22
1356,34717,54
1357,15269,54
1358,15180,109
1359,43855,49
1360,27231,34
1361,34970,61
1362,858,20
1363,8215,53
1364,24859,9
1365,25192,41
1366,5862,72
1367,20738,57
1368,2314,18
1369,31460,72
1370,14285,60
1371,40978,116
1372,17128,51
1373,20303,45
1374,16495,12
1375,29460,18
1376,28290,74
1377,33459,8
1378,16078,10
1379,28603,84
1380,37870,78
1381,38671,29
1382,43719,24
1383,44496,42
1384,40316,26
1385,9297,37
1386,45659,18
1387,4531,24
1388,17252,28
1389,16607,26
1390,30180,51
1391,39262,73
1392,29581,31
1393,35216,30
1394,3986,305
1395,11922,30
1396,29667,12
1397,3487,21
1398,36691,29
1399,17954,294
1400,27402,33
1401,20952,44
1402,40840,27
1403,32946,95
1404,16491,17
1405,17784,32
1406,2152,25
1407,12917,63
1408,3959,24
1409,24388,5
1410,21587,45
1411,22102,21
1412,13161,16
1413,28506,63
1414,18246,62
1415,21195,39
1416,43423,23
1417,4341,53
1418,31110,18
1419,5952,28
1420,35446,32
1421,37590,34
1422,29161,49
1423,3812,80
1424,36183,73
1425,13038,18
1426,46102,34
1427,10463,70
1428,20383,34
1429,240,50
1430,32519,12
1431,31994,30
1432,6201,62
1433,36703,85
1434,37307,20
1435,11214,31
1436,41243,13
1437,21632,7
1438,20034,18
1439,12460,47
1440,10698,8
1441,17179,18
1442,3587,33
1443,45189,23
1444,37723,12
1445,41831,18
1446,22394,51
1447,4275,27
1448,15706,35
1449,28385,36
1450,10657,25
1451,5200,81
1452,35209,50
1453,17264,72
1454,29675,51
1455,29179,102
1456,13191,65
1457,1145,53
1458,12626,29
1459,1139,24
1460,43927,37
1461,41536,73
1462,566,4
1463,26385,20
1464,15422,74
1465,9060,49
1466,37091,21
1467,27576,27
1468,31661,50
1469,9234,39
1470,324,135
1471,25140,76
1472,30662,47
1473,37036,81
1474,45626,41
1475,23576,57
1476,22678,79
1477,33235,40
1478,26286,49
1479,17008,22
1480,6768,49
1481,27133,66
1482,17725,26
1483,37308,34
1484,31839,12
1485,43094,40
1486,35305,69
1487,35822,35
1488,27650,50
1489,35894,27
1490,18071,50
1491,1662,57
1492,18288,19
1493,38522,20
1494,37593,92
1495,6789,30
1496,12580,112
1497,17270,37
1498,35637,57
1499,11159,47
1500,11606,62
1501,6822,72
1502,29425,22
1503,13213,39
1504,11432,43
1505,34500,22
1506,11828,20
1507,14943,28
1508,11252,44
1509,35652,74
1510,13417,79
1511,32854,40
1512,11464,35
1513,15857,11
1514,5938,106
1515,8388,24
1516,44269,51
1517,26323,47
1518,20534,16
1519,36067,44
1520,985,15
1521,39357,28
1522,3503,27
1523,15007,39
1524,18189,36
1525,34904,56
1526,8551,33
1527,27134,38
1528,5752,54
1529,15777,29
1530,2457,88
1531,27282,39
1532,25730,24
1533,43781,63
1534,32277,63
1535,20092,34
1536,33607,53
1537,10295,58
1538,32700,48
1539,19619,25
1540,35888,52
1541,19382,37
1542,27405,38
1543,1060,23
1544,34523,18
1545,6503,60
1546,40869,82
1547,43044,34
1548,27061,61
1549,21896,24
1550,17912,46
1551,30104,10
1552,3298,91
1553,30575,35
1554,34964,98
1555,13354,26
1556,39130,8
1557,10621,13
1558,29747,27
1559,29126,32
1560,6567,31
1561,35417,22
1562,8219,56
1563,42601,6
1564,13795,45
1565,2565,45
1566,14722,6
1567,689,89
1568,34386,40
1569,42596,33
1570,17100,36
1571,4283,34
1572,22134,33
1573,27943,19
1574,14423,51
1575,38360,19
1576,27584,25
1577,19400,67
1578,14732,35
1579,28355,36
1580,7935,23
1581,31502,12
1582,15215,14
1583,36260,30
1584,12878,31
1585,22565,53
1586,18584,67
1587,41157,40
1588,8272,15
1589,33385,15
1590,38108,63
1591,14703,46
1592,31334,29
1593,38106,24
1594,20134,29
1595,34704,83
1596,37675,18
1597,34302,36
1598,39203,26
1599,36759,55
1600,4733,64
1601,24441,49
1602,41804,53
1603,13898,39
1604,9504,41
1605,7501,77
1606,20633,21
1607,33144,35
1608,45665,10
1609,23036,40
1610,3047,80
1611,28161,30
1612,7415,101
1613,20963,58
1614,34586,28
1615,30379,37
1616,31184,41
1617,37792,23
1618,28691,18
1619,38774,14
1620,15143,16
1621,45969,52
1622,5737,35
1623,13008,24
1624,22655,14
1625,23006,38
1626,43090,30
1627,2479,45
1628,25609,7
1629,44643,83
1630,17734,15
1631,28208,13
1632,17364,48
1633,26947,75
1634,43432,26
1635,38924,38
1636,9099,26
1637,27263,65
1638,7385,94
1639,40908,14
1640,15878,36
1641,34658,28
1642,1567,42
1643,38792,30
1644,43700,42
1645,29504,59
1646,31423,63
1647,23760,30
1648,34662,119
1649,26436,64
1650,28972,26
1651,34947,22
1652,34996,58
1653,21143,16
1654,14790,26
1655,29148,14
1656,26219,29
1657,34129,18
1658,27054,22
1659,11149,34
1660,42376,26
1661,29520,36
1662,33139,19
1663,40804,23
1664,20427,21
1665,6494,35
1666,33094,300
1667,12826,63
1668,3745,86
1669,14968,135
1670,44177,29
1671,10339,31
1672,32864,33
1673,9579,23
1674,7575,7
1675,2413,23
1676,45431,76
1677,32662,52
1678,45667,86
1679,20454,36
1680,29493,41
1681,23399,110
1682,32533,37
1683,6035,24
1684,14649,36
1685,6807,30
1686,27251,38
1687,11720,36
1688,40814,23
1689,17463,51
1690,6378,44
1691,38944,28
1692,43638,40
1693,21950,35
1694,4594,38
1695,27045,174
1696,20556,23
1697,10221,47
1698,4916,22
1699,6353,21
1700,25329,34
1701,29272,21
1702,24468,30
1703,19154,12
1704,41943,118
1705,17681,18
1706,29375,15
1707,19587,12
1708,21280,23
1709,16585,48
1710,38526,54
1711,10534,2
1712,15468,8
1713,7926,68
1714,8559,42
1715,15636,42
1716,42595,31
1717,30993,51
1718,46097,6
1719,23040,54
1720,3687,28
1721,10465,24
1722,32000,37
1723,13933,54
1724,26104,64
1725,2183,13
1726,28976,39
1727,20755,12
1728,26142,42
1729,1123,30
1730,20460,15
1731,19119,16
1732,20583,29
1733,32724,42
1734,22771,51
1735,9980,34
1736,40514,86
1737,43455,40
1738,34471,71
1739,9073,39
1740,27732,79
1741,3562,40
1742,42118,42
1743,29056,34
1744,38515,40
1745,42194,45
1746,25279,33
1747,35029,92
1748,44642,13
1749,36410,30
1750,12227,102
1751,39243,36
1752,43241,49
1753,18391,74
1754,4586,64
1755,30349,53
1756,29741,51
1757,15637,92
1758,1655,67
1759,11433,78
1760,2399,12
1761,42205,71
1762,38089,26
1763,32090,14
1764,33127,100
1765,11162,25
1766,28417,103
1767,44901,79
1768,39625,43
1769,27907,67
1770,4195,21
1771,12551,85
1772,32553,20
1773,19022,36
1774,1531,50
1775,11619,34
1776,31896,75
1777,41591,38
1778,10618,20
1779,7086,18
1780,45714,13
1781,42261,29
1782,41191,32
1783,18211,58
1784,15423,29
1785,27795,128
1786,1332,18
1787,24729,17
1788,2720,38
1789,31311,27
1790,9694,22
1791,8762,51
1792,36798,40
1793,5891,91
1794,32870,31
1795,6516,18
1796,10762,9
1797,2076,12
1798,12700,26
1799,31121,33
1800,33153,52
1801,9748,15
1802,20968,8
1803,26480,42
1804,43470,65
1805,9117,31
1806,44214,77
1807,27343,35
1808,36049,95
1809,30730,25
1810,1394,56
1811,43593,7
1812,8166,45
1813,30140,27
1814,13622,101
1815,17951,20
1816,41568,39
1817,23965,33
1818,31235,25
1819,22349,27
1820,40202,42
1821,114,82
1822,44923,36
1823,13019,45
1824,33014,43
1825,928,29
1826,42854,61
1827,7094,19
1828,22118,39
1829,40671,50
1830,40962,78
1831,43857,45
1832,21098,96
1833,35137,30
1834,16318,43
1835,4758,42
1836,44330,40
1837,11414,19
1838,9990,34
1839,30004,43
1840,16250,23
1841,2191,42
1842,7520,60
1843,3599,87
1844,12610,13
1845,23013,42
1846,31654,18
1847,15673,57
1848,18222,19
1849,19465,73
1850,13691,17
1851,29098,31
1852,41138,24
1853,8298,93
1854,9126,53
1855,15170,22
1856,6895,24
1857,20421,41
1858,18924,42
1859,22190,28
1860,22815,156
1861,44127,6
1862,28092,12
1863,37067,134
1864,1565,35
1865,29286,34
1866,2923,45
1867,34023,43
1868,8444,18
1869,9788,22
1870,11237,26
1871,11363,41
1872,20310,45
1873,44468,21
1874,37787,62
1875,11396,22
1876,37860,41
